count_of_chunks,corpus,chunk1,chunk2,chunk3,euclidean_distance_chunk1_and_chunk2,euclidean_distance_chunk1_and_chunk3,euclidean_distance_chunk2_and_chunk3,euclidean_corpus_and_chunk1,euclidean_corpus_and_chunk2,euclidean_corpus_and_chunk3,euclidean_corpus_and_all_chunks,length_corpus,length_chunk1,length_chunk2,length_chunk3,logfreq_corpus,logfreq_chunk1,logfreq_chunk2,logfreq_chunk3
3,akartam,aka,rt,am,12.226277351379395,10.210823059082031,12.717977523803711,20.62431526184082,23.37892723083496,22.036190032958984,9.287328720092773,7,3,2,2,5.053335869212424,2.436162647040756,2.6263403673750423,3.125806458139527
3,hittem,hi,tt,em,9.902190208435059,10.714570045471191,8.636859893798828,21.798690795898438,21.75128936767578,21.410545349121094,10.37111759185791,6,2,2,2,5.053051539452106,3.5431985856376467,2.673020907128896,3.375114684692225
3,annyira,ann,yi,ra,9.34727954864502,10.66578197479248,10.04452896118164,15.696747779846191,16.859529495239258,16.004186630249023,11.136334419250488,7,3,2,2,5.047582464831762,3.53731527311201,3.413467412985825,3.650501794878367
3,igazán,ig,az,án,12.21124267578125,11.971969604492188,13.930363655090332,21.65938377380371,21.377714157104492,21.243791580200195,8.695635795593262,6,2,2,2,5.04744232086134,3.182984967003582,6.741609849017849,2.3783979009481375
3,gondoltam,gon,dol,tam,15.192788124084473,11.178170204162598,14.049253463745117,26.30118179321289,28.851974487304688,25.695667266845703,10.318943977355957,9,3,3,3,5.031456940930026,2.9561684304753633,2.510545010206612,2.584331224367531
3,jobban,jo,bb,an,12.520423889160156,11.760345458984375,12.485928535461426,17.21415901184082,18.441923141479492,16.984006881713867,13.96224308013916,6,2,2,2,5.0156530985354655,3.8601582613182783,2.4913616938342726,3.1172712956557644
3,teljesen,tel,je,sen,10.2556791305542,10.930753707885742,9.543718338012695,21.27374839782715,22.943302154541016,21.211938858032227,7.339710712432861,8,3,2,3,4.983770576998997,2.696356388733332,3.116939646550756,2.346352974450639
3,egyedül,egy,ed,ül,14.678451538085938,14.451929092407227,12.902002334594727,20.194799423217773,22.939592361450195,22.642658233642578,5.873917102813721,7,3,2,2,4.960841648374215,6.513669111473827,3.9292656182530656,4.029221394253928
3,mondani,mon,da,ni,11.64904499053955,11.473250389099121,11.137382507324219,14.585124969482422,15.375876426696777,14.857353210449219,10.570764541625977,7,3,2,2,4.947644445730455,2.977266212427293,3.6030360562505215,4.016364679456294
3,tovább,to,vá,bb,12.526519775390625,12.633305549621582,11.623224258422852,22.959386825561523,21.25153923034668,23.019420623779297,12.45893383026123,6,2,2,2,4.931722231817424,4.057057208637422,2.525044807036845,2.4913616938342726
3,pontosan,pont,os,an,11.636319160461426,11.650949478149414,10.860227584838867,13.443501472473145,15.062750816345215,14.554317474365234,11.161441802978516,8,4,2,2,4.912949700526609,4.8608468811643055,3.481299273332856,3.1172712956557644
3,tudjuk,tu,dj,uk,10.20120620727539,9.812253952026367,13.463539123535156,20.979869842529297,21.7667293548584,22.347089767456055,8.67233943939209,6,2,2,2,4.9063134881942325,2.82865989653532,3.2216749970707688,2.4927603890268375
3,remélem,rem,él,em,10.18502426147461,8.961398124694824,8.266283988952637,21.338096618652344,22.55803108215332,21.335636138916016,8.500212669372559,7,3,2,2,4.875014936176135,2.4683473304121573,4.520928734708947,3.375114684692225
3,hallottam,hall,ot,tam,9.558572769165039,8.425069808959961,10.197160720825195,12.960175514221191,14.251261711120605,14.034663200378418,9.864731788635254,9,4,2,3,4.866795196116133,3.9927743642553555,3.5509617522981762,2.584331224367531
3,hallottam,hall,ott,am,8.79284954071045,9.858050346374512,11.10471248626709,12.960175514221191,13.690409660339355,15.293876647949219,12.346437454223633,9,4,3,2,4.866795196116133,3.9927743642553555,5.565865520533478,3.125806458139527
3,hallottam,hallo,tt,am,17.29185676574707,17.826642990112305,10.375823020935059,11.74039363861084,13.66215991973877,15.293876647949219,18.023561477661133,9,5,2,2,4.866795196116133,3.434888120867316,2.673020907128896,3.125806458139527
3,azonnal,az,onn,al,12.309852600097656,12.3107271194458,10.737711906433105,15.312501907348633,14.958593368530273,16.543399810791016,16.46785545349121,7,2,3,2,4.821873653509343,6.741609849017849,2.3541084391474008,4.074267742553358
3,magának,mag,án,ak,13.833755493164062,12.28252124786377,11.630570411682129,15.065367698669434,16.829715728759766,17.218854904174805,11.613141059875488,7,3,2,2,4.816188253151372,3.1755118133634475,2.3783979009481375,2.4871383754771865
3,csinálni,csi,nál,ni,18.920392990112305,17.65560531616211,12.626091003417969,9.839709281921387,23.84006690979004,23.074766159057617,10.64297866821289,8,3,3,2,4.81452060919156,2.9222062774390163,2.780317312140151,4.016364679456294
3,csinálni,csin,ál,ni,17.33376693725586,17.039297103881836,9.793508529663086,8.361191749572754,23.309709548950195,23.074766159057617,8.352686882019043,8,4,2,2,4.81452060919156,2.5575072019056577,2.622214022966295,4.016364679456294
3,érdekel,ér,de,kel,12.920248985290527,9.674317359924316,12.417304992675781,20.88534164428711,23.301776885986328,20.589685440063477,8.232260704040527,7,2,2,3,4.800881968931169,4.4348402532975735,6.256956950858988,3.4756711883244296
3,gondolom,gon,dol,om,15.192788124084473,9.001873970031738,14.666669845581055,20.968910217285156,24.621707916259766,20.8006649017334,9.8103666305542,8,3,3,2,4.794906106516804,2.9561684304753633,2.510545010206612,2.949390006644913
3,biztosan,biz,to,san,13.306694030761719,13.727340698242188,13.927762985229492,21.066600799560547,24.819446563720703,23.314542770385742,7.691309928894043,8,3,2,3,4.767875381943055,2.406540180433955,4.057057208637422,4.00949338828754
3,egyáltalán,egy,ál,talán,14.519518852233887,19.35472297668457,17.728544235229492,25.708478927612305,27.770431518554688,17.274168014526367,9.850591659545898,10,3,2,5,4.761145705042308,6.513669111473827,2.622214022966295,5.513448008095047
3,egyáltalán,egy,által,án,18.788972854614258,15.30575942993164,16.193016052246094,25.708478927612305,18.186738967895508,26.86542510986328,12.60906982421875,10,3,5,2,4.761145705042308,6.513669111473827,4.16172726971602,2.3783979009481375
3,halott,ha,lo,tt,9.154363632202148,8.648067474365234,8.706027030944824,15.304181098937988,15.505814552307129,15.008150100708008,11.478212356567383,6,2,2,2,4.755089368015571,6.17849550526079,2.9763499790032735,2.673020907128896
3,szeretem,szer,et,em,10.859903335571289,10.37726879119873,10.592992782592773,13.107685089111328,15.858686447143555,15.890225410461426,9.728732109069824,8,4,2,2,4.742646589938737,3.13481437032046,3.4641913706409997,3.375114684692225
3,szerinted,sze,rin,ted,14.906219482421875,16.3276424407959,10.945586204528809,13.757401466369629,21.31737518310547,23.46316909790039,10.852863311767578,9,3,3,3,4.724881820104673,2.578639209968072,2.893206753059848,3.9826781933834843
3,szerinted,szer,in,ted,10.684141159057617,10.554891586303711,11.306674003601074,20.534889221191406,22.554468154907227,23.46316909790039,9.570277214050293,9,4,2,3,4.724881820104673,3.13481437032046,3.988157472556753,3.9826781933834843
3,szerinted,szer,int,ed,9.130060195922852,10.994001388549805,11.031390190124512,20.534889221191406,21.929710388183594,23.35390281677246,7.767576694488525,9,4,3,2,4.724881820104673,3.13481437032046,2.4785664955938436,3.9292656182530656
3,mondott,mon,do,tt,12.727533340454102,10.841460227966309,9.827866554260254,14.560567855834961,16.062389373779297,14.863720893859863,11.992480278015137,7,3,2,2,4.708123336243728,2.977266212427293,3.7315081835960253,2.673020907128896
3,majdnem,ma,jd,nem,10.047000885009766,9.445557594299316,8.460382461547852,20.5474910736084,22.275035858154297,21.91629409790039,6.464839458465576,7,2,2,3,4.703256977193307,5.35603733619072,2.7972675408307164,6.8201463971789185
3,valakit,val,ak,it,10.91184139251709,11.02115249633789,11.397171974182129,13.059297561645508,16.577653884887695,17.40068244934082,8.637799263000488,7,3,2,2,4.6956217488932515,3.431524584187451,2.4871383754771865,3.93379088414342
3,valaha,va,la,ha,9.28817081451416,8.859943389892578,9.035100936889648,15.536248207092285,16.97582244873047,16.636266708374023,9.847393035888672,6,2,2,2,4.694596425219048,2.9334872878487053,3.957415714722669,6.17849550526079
3,tettem,te,tt,em,8.669694900512695,9.643675804138184,8.636859893798828,20.254587173461914,20.561569213867188,20.80418586730957,9.73634147644043,6,2,2,2,4.691090337134362,5.976474700373688,2.673020907128896,3.375114684692225
3,barátom,ba,rá,tom,8.493788719177246,12.978544235229492,12.677237510681152,22.265274047851562,21.354135513305664,23.172435760498047,9.456777572631836,7,2,2,3,4.689362143521197,3.3406423775607053,5.3862920244277,4.400434368009524
3,dolgokat,dol,go,kat,16.69199562072754,16.0296630859375,12.825754165649414,24.756729125976562,22.99388313293457,22.209333419799805,12.367879867553711,8,3,2,3,4.688001345026527,2.510545010206612,3.709778601848225,3.212453961040276
3,drágám,dr,ág,ám,13.602577209472656,12.29112434387207,11.165696144104004,22.493791580200195,23.5234317779541,23.597366333007812,10.105106353759766,6,2,2,2,4.664557364493371,3.5435714239623652,2.720159303405957,4.292964545382929
3,jelenti,jel,en,ti,9.109578132629395,10.549304962158203,11.478180885314941,13.261923789978027,15.318697929382324,16.670875549316406,11.499360084533691,7,3,2,2,4.6570845497822315,3.9860099318532614,3.400192488592576,4.868462219808566
3,mindjárt,min,dj,árt,13.95179557800293,12.984101295471191,8.081907272338867,24.507020950317383,23.111244201660156,22.64935302734375,11.649394035339355,8,3,2,3,4.65540738349723,4.121494186241665,3.2216749970707688,3.631240780235509
3,maradj,ma,ra,dj,9.940225601196289,11.371255874633789,11.411066055297852,16.135990142822266,16.854707717895508,17.66739845275879,12.504179954528809,6,2,2,2,4.649256951369229,5.35603733619072,3.650501794878367,3.2216749970707688
3,valóban,va,ló,ban,9.5059814453125,9.540203094482422,9.5802001953125,22.63145637512207,23.14781379699707,22.49785614013672,9.596943855285645,7,2,2,3,4.642731544081733,2.9334872878487053,3.8073320392911905,3.5750723257138124
3,természetesen,természet,es,en,16.333498001098633,14.79975700378418,9.719830513000488,8.209112167358398,23.118850708007812,21.247852325439453,6.8642449378967285,13,9,2,2,4.638788667157399,3.692582562274909,3.619406410886777,3.400192488592576
3,tökéletes,tök,élet,es,10.494245529174805,16.616857528686523,17.001527786254883,14.616573333740234,16.330947875976562,27.451093673706055,9.820409774780273,9,3,4,2,4.62744779121837,4.175047699526168,4.5972453046650035,3.619406410886777
3,teljes,te,lj,es,9.312554359436035,9.729453086853027,8.473615646362305,15.927447319030762,15.958949089050293,17.1087589263916,12.483555793762207,6,2,2,2,4.627119959927541,5.976474700373688,2.510545010206612,3.619406410886777
3,találtam,tal,ál,tam,11.569668769836426,12.036870002746582,9.273662567138672,20.076066970825195,20.99981689453125,20.553430557250977,9.911272048950195,8,3,2,3,4.617482622660637,2.5705429398818973,2.622214022966295,2.584331224367531
3,vettem,ve,tt,em,9.916251182556152,9.48559284210205,8.636859893798828,19.837276458740234,21.806753158569336,21.217453002929688,9.12033462524414,6,2,2,2,4.6132073521037595,3.1690863574870227,2.673020907128896,3.375114684692225
3,sikerült,sik,er,ült,10.897052764892578,11.800761222839355,11.641160011291504,21.221349716186523,21.524227142333984,21.070404052734375,10.301620483398438,8,3,2,3,4.61255075811203,2.404833716619938,2.8987251815894934,3.801472313521471
3,egyszerűen,egy,szerű,en,18.226837158203125,13.95186710357666,15.67320442199707,25.84920883178711,14.238447189331055,24.91118049621582,8.09111499786377,10,3,5,2,4.604312471248501,6.513669111473827,2.595496221825574,3.400192488592576
3,igazad,ig,az,ad,12.21124267578125,8.79521656036377,11.321622848510742,21.454862594604492,21.10177993774414,20.975175857543945,8.168844223022461,6,2,2,2,4.603988314428608,3.182984967003582,6.741609849017849,4.265996370495079
3,hamarosan,ha,mar,osan,11.813582420349121,8.658796310424805,10.966313362121582,22.97560691833496,21.26659393310547,22.47828483581543,9.299168586730957,9,2,3,4,4.566755583302415,6.17849550526079,3.1245042248342823,2.630427875025024
3,hamarosan,hamar,os,an,18.08372688293457,16.625429153442383,10.860227584838867,8.600275039672852,23.337295532226562,22.393827438354492,7.072028636932373,9,5,2,2,4.566755583302415,4.124112792196785,3.481299273332856,3.1172712956557644
3,bocsánat,bo,csá,nat,17.536651611328125,11.373748779296875,17.536317825317383,27.053241729736328,15.423998832702637,27.29375648498535,8.240389823913574,8,2,3,3,4.563398015664174,3.5986810989071634,3.481012420956573,3.024485667699167
3,bocsánat,bocs,án,at,18.062664031982422,18.72677230834961,13.080976486206055,14.293368339538574,26.385299682617188,27.847061157226562,5.392380237579346,8,4,2,2,4.563398015664174,4.582574665258312,2.3783979009481375,3.35430056234536
3,doktor,do,kt,or,11.882181167602539,9.97309684753418,11.369138717651367,16.25760269165039,15.846814155578613,16.409854888916016,12.104949951171875,6,2,2,2,4.562126253796315,3.7315081835960253,2.569373909615046,2.9647309210536292
3,egymást,egy,má,st,16.493961334228516,15.487041473388672,13.095525741577148,23.0751895904541,22.787260055541992,23.108091354370117,12.721952438354492,7,3,2,2,4.557037765882228,6.513669111473827,3.0692980121155293,2.9242792860618816
3,életem,él,et,em,9.993422508239746,8.266283988952637,10.592992782592773,21.82741355895996,20.92401123046875,20.870471954345703,9.638277053833008,6,2,2,2,4.554089206917581,4.520928734708947,3.4641913706409997,3.375114684692225
3,pillanat,pil,la,nat,11.269893646240234,11.51646614074707,10.50411319732666,14.970867156982422,15.739633560180664,14.891730308532715,11.204516410827637,8,3,2,3,4.5417040232842885,2.722633922533812,3.957415714722669,3.024485667699167
3,pillanat,pil,lan,at,11.153264045715332,12.346795082092285,11.690506935119629,14.970867156982422,15.40285873413086,16.395238876342773,11.737519264221191,8,3,3,2,4.5417040232842885,2.722633922533812,2.797959643737196,3.35430056234536
3,kapcsolatban,kapcsol,at,ban,23.68954849243164,21.996658325195312,12.076242446899414,6.89970588684082,27.603864669799805,26.125137329101562,7.369407653808594,12,7,2,3,4.541167217584145,2.6693168805661123,3.35430056234536,3.5750723257138124
3,szívesen,szív,es,en,16.35015296936035,15.7046480178833,9.719830513000488,14.10472297668457,28.285289764404297,26.462181091308594,6.74198055267334,8,4,2,2,4.540742296330543,3.900913067737669,3.619406410886777,3.400192488592576
3,ismerem,is,me,rem,10.809168815612793,9.817858695983887,11.059300422668457,15.332311630249023,16.82076644897461,15.777994155883789,15.01440143585205,7,2,2,3,4.54024185611511,6.274002353245673,3.8871107031248835,2.4683473304121573
3,ismerem,is,mer,em,11.09057331085205,9.375523567199707,8.533770561218262,15.332311630249023,15.338492393493652,14.306564331054688,11.580693244934082,7,2,3,2,4.54024185611511,6.274002353245673,3.678154038010437,3.375114684692225
3,rendőrség,rend,őrs,ég,23.068225860595703,12.374410629272461,22.413719177246094,25.73542594909668,19.826627731323242,27.990121841430664,8.29723834991455,9,4,3,2,4.53649531378562,3.4260230156898763,2.6532125137753435,4.60959440922522
3,láttad,lá,tt,ad,9.318066596984863,9.188438415527344,8.620226860046387,20.894813537597656,22.863727569580078,21.76850700378418,7.4765849113464355,6,2,2,2,4.522131115625487,2.4456042032735974,2.673020907128896,4.265996370495079
3,gondolja,gon,dol,ja,15.192788124084473,10.197269439697266,14.576888084411621,21.08969497680664,24.36687660217285,20.538227081298828,9.653092384338379,8,3,3,2,4.516059173758283,2.9561684304753633,2.510545010206612,5.05815640487046
3,fekete,fe,ke,te,10.698271751403809,9.82077407836914,9.618396759033203,15.129907608032227,13.395156860351562,15.446904182434082,10.113127708435059,6,2,2,2,4.514295336961889,2.6848453616444123,2.718501688867274,5.976474700373688
3,azokat,az,ok,at,12.697081565856934,12.147329330444336,11.846309661865234,13.544390678405762,17.698495864868164,17.755586624145508,9.691276550292969,6,2,2,2,4.512537650318858,6.741609849017849,4.570554614307831,3.35430056234536
3,mindketten,mind,ket,ten,12.284077644348145,12.046868324279785,7.799170970916748,20.32748794555664,21.737661361694336,21.34449005126953,5.949509143829346,10,4,3,3,4.51231076362811,4.963131168842824,2.550228353055094,2.4871383754771865
3,várjon,vá,rj,on,9.5087308883667,11.457208633422852,10.196799278259277,15.289502143859863,16.857667922973633,18.0428524017334,16.26219367980957,6,2,2,2,4.511896723680431,2.525044807036845,2.8369567370595505,3.774443968924965
3,hatalmas,ha,tal,mas,13.11427116394043,11.210165023803711,13.860857963562012,22.600006103515625,22.6249942779541,23.355859756469727,8.59711742401123,8,2,3,3,4.506937758291367,6.17849550526079,2.5705429398818973,2.3979400086720375
3,hatalmas,hat,al,mas,11.85945987701416,12.085277557373047,11.394996643066406,19.817726135253906,23.377172470092773,23.355859756469727,7.471622943878174,8,3,2,3,4.506937758291367,4.542788093450676,4.074267742553358,2.3979400086720375
3,fiatal,fi,at,al,11.11578369140625,10.39892292022705,11.094533920288086,14.068638801574707,16.319480895996094,16.80321502685547,12.72007942199707,6,2,2,2,4.504538821884575,3.204662511748219,3.35430056234536,4.074267742553358
3,érdekes,ér,de,kes,12.920248985290527,11.27351188659668,13.222862243652344,20.78312873840332,23.0044002532959,21.14006996154785,7.046084403991699,7,2,2,3,4.494558077684082,4.4348402532975735,6.256956950858988,2.530199698203082
3,ketten,ke,tt,en,10.838793754577637,9.760022163391113,10.43535327911377,14.492965698242188,15.342494010925293,14.950124740600586,12.83313274383545,6,2,2,2,4.4820012619602965,2.718501688867274,2.673020907128896,3.400192488592576
3,valahol,va,la,hol,9.28817081451416,9.877076148986816,8.574457168579102,21.126306533813477,22.384469985961914,22.593856811523438,8.965662956237793,7,2,2,3,4.481112840841518,2.9334872878487053,3.957415714722669,5.46656958913764
3,csináltam,csi,nál,tam,18.920392990112305,16.878019332885742,12.132746696472168,13.709230422973633,27.96530532836914,26.46964454650879,7.615586280822754,9,3,3,3,4.480193850687337,2.9222062774390163,2.780317312140151,2.584331224367531
3,csináltam,csin,ál,tam,17.33376693725586,16.434555053710938,9.273662567138672,12.730579376220703,27.38970947265625,26.46964454650879,5.342642784118652,9,4,2,3,4.480193850687337,2.5575072019056577,2.622214022966295,2.584331224367531
3,fordította,fordít,ot,ta,16.01770782470703,15.061436653137207,9.410857200622559,5.079934597015381,16.25231170654297,15.44184398651123,13.647082328796387,10,6,2,2,4.458169313632835,2.7788744720027396,3.5509617522981762,3.0081741840064264
3,igazat,ig,az,at,12.21124267578125,10.65434455871582,12.147329330444336,21.64998435974121,21.171144485473633,21.94312858581543,8.631692886352539,6,2,2,2,4.455925441183637,3.182984967003582,6.741609849017849,3.35430056234536
3,egészen,eg,és,zen,8.6678466796875,12.351653099060059,9.985060691833496,22.1031494140625,21.10955047607422,21.099523544311523,8.755786895751953,7,2,2,3,4.4536546351116,2.5403294747908736,6.556241936591766,2.8721562727482928
3,egészen,eg,ész,en,10.81261920928955,10.16930103302002,10.560606956481934,22.1031494140625,21.598718643188477,21.115833282470703,9.286149978637695,7,2,3,2,4.4536546351116,2.5403294747908736,3.3012470886362113,3.400192488592576
3,mondjuk,mon,dj,uk,12.359972953796387,13.63723087310791,13.463539123535156,14.867671012878418,15.719813346862793,17.116657257080078,12.355157852172852,7,3,2,2,4.451970549629459,2.977266212427293,3.2216749970707688,2.4927603890268375
3,titeket,ti,te,ket,8.603772163391113,10.62938404083252,8.688271522521973,20.708948135375977,20.245018005371094,20.561418533325195,7.424007415771484,7,2,2,3,4.438194140793337,4.868462219808566,5.976474700373688,2.550228353055094
3,veszélyes,ve,szél,yes,18.02511215209961,12.215436935424805,19.584779739379883,26.866409301757812,16.63377571105957,29.79273796081543,9.9134521484375,9,2,4,3,4.435971706399341,3.1690863574870227,4.018284308426531,2.848189116991399
3,veszélyes,vesz,él,yes,19.78934669494629,20.723222732543945,10.680985450744629,13.01470947265625,29.3947696685791,29.79273796081543,8.119119644165039,9,4,2,3,4.435971706399341,3.994888795364911,4.520928734708947,2.848189116991399
3,magukat,ma,gu,kat,11.387580871582031,10.978987693786621,11.85544204711914,15.02561092376709,16.666812896728516,15.91125774383545,11.719724655151367,7,2,2,3,4.430703778718752,5.35603733619072,3.265996370495079,3.212453961040276
3,magukat,mag,uk,at,13.772171020507812,12.936813354492188,13.240345001220703,13.604218482971191,17.234397888183594,16.821168899536133,11.17120361328125,7,3,2,2,4.430703778718752,3.1755118133634475,2.4927603890268375,3.35430056234536
3,rengeteg,ren,get,eg,12.018896102905273,11.5119047164917,11.740206718444824,20.429454803466797,23.433414459228516,23.113271713256836,5.856509685516357,8,3,3,2,4.422737533946394,2.7937903846908188,3.2780673308886628,2.5403294747908736
3,éreztem,ér,ezt,em,16.14784812927246,10.419838905334473,14.888908386230469,15.472869873046875,8.5859956741333,13.755261421203613,11.645051956176758,7,2,3,2,4.421686171824514,4.4348402532975735,5.93531677937607,3.375114684692225
3,amerikai,am,erik,ai,17.24415397644043,11.85200023651123,16.964981079101562,17.54595947265625,10.245453834533691,17.55595588684082,15.726974487304688,8,2,4,2,4.420846541601197,3.125806458139527,3.3380578754197563,2.8976270912904414
3,amerikai,ame,ri,kai,13.143769264221191,8.863991737365723,11.815791130065918,18.016616821289062,19.176504135131836,17.33293914794922,11.566967964172363,8,3,2,3,4.420846541601197,2.690196080028514,3.252610340567373,3.269045709657623
3,valahogy,va,la,hogy,9.28817081451416,16.839460372924805,17.759305953979492,20.935623168945312,22.00823402404785,11.580132484436035,11.39285945892334,8,2,2,4,4.415824398888761,2.9334872878487053,3.957415714722669,6.666654799202157
3,barátok,ba,rá,tok,8.493788719177246,12.4967041015625,12.169642448425293,24.615222930908203,23.640361785888672,26.835533142089844,14.048871040344238,7,2,2,3,4.412830002562326,3.3406423775607053,5.3862920244277,2.8779469516291885
3,szereti,sze,re,ti,15.678895950317383,16.578712463378906,11.26037883758545,10.713528633117676,16.344446182250977,16.618940353393555,14.324618339538574,7,3,2,2,4.407985421308136,2.578639209968072,3.6036855496146996,4.868462219808566
3,kapott,ka,po,tt,11.018797874450684,10.549232482910156,9.857393264770508,14.007999420166016,15.10372543334961,14.910179138183594,12.715323448181152,6,2,2,2,4.40679557266825,3.0674428427763805,2.988112840268352,2.673020907128896
3,szeretnél,szer,et,nél,10.859903335571289,10.241207122802734,11.665682792663574,20.95833396911621,22.513919830322266,21.46969985961914,6.6307196617126465,9,4,2,3,4.401297125021583,3.13481437032046,3.4641913706409997,2.6314437690131722
3,ismeri,is,me,ri,10.809168815612793,11.373823165893555,13.32702922821045,13.981151580810547,17.780941009521484,17.007959365844727,11.809720993041992,6,2,2,2,4.394346596868313,6.274002353245673,3.8871107031248835,3.252610340567373
3,értettem,ér,tett,em,16.96317481994629,10.419838905334473,15.277145385742188,22.763315200805664,14.616337776184082,22.432825088500977,11.51904010772705,8,2,4,2,4.393996133258346,4.4348402532975735,4.623042434246382,3.375114684692225
3,értettem,érte,tt,em,15.623004913330078,15.112271308898926,8.636859893798828,14.287679672241211,23.265281677246094,22.432825088500977,13.398724555969238,8,4,2,2,4.393996133258346,4.678609416558926,2.673020907128896,3.375114684692225
3,ugyanaz,ugy,an,az,16.66683006286621,17.26272201538086,12.408149719238281,9.890658378601074,21.999656677246094,22.04417610168457,7.677487850189209,7,3,2,2,4.390811509786938,3.0856472882968564,3.1172712956557644,6.741609849017849
3,mindannyian,min,danny,ian,20.16570472717285,14.051423072814941,16.821659088134766,24.85991668701172,13.463141441345215,21.616966247558594,11.364023208618164,11,3,5,3,4.389059713506695,4.121494186241665,4.2745965422569965,3.656098202012832
3,mindannyian,mind,annyi,an,16.77879524230957,13.101009368896484,14.706894874572754,21.201231002807617,11.80478572845459,21.997282028198242,9.410496711730957,11,4,5,2,4.389059713506695,4.963131168842824,4.60684336341554,3.1172712956557644
3,értelme,ér,tel,me,11.500930786132812,11.636598587036133,11.34682846069336,22.347122192382812,22.328617095947266,23.678112030029297,10.12973403930664,7,2,3,2,4.389024250763695,4.4348402532975735,2.696356388733332,3.8871107031248835
3,hallani,hal,la,ni,8.242025375366211,10.768179893493652,10.624288558959961,15.647858619689941,15.540027618408203,14.87265396118164,10.584234237670898,7,3,2,2,4.388154507768882,4.108158951256403,3.957415714722669,4.016364679456294
3,szeretne,szer,et,ne,10.859903335571289,10.653907775878906,10.263442993164062,21.412532806396484,22.87415885925293,22.449359893798828,7.718409061431885,8,4,2,2,4.3881012015705165,3.13481437032046,3.4641913706409997,5.978838538314173
3,lássuk,lá,ss,uk,8.545540809631348,12.4215669631958,11.647690773010254,20.00318145751953,21.34047508239746,22.83392906188965,7.949178218841553,6,2,2,2,4.384174138807033,2.4456042032735974,2.885361220031512,2.4927603890268375
3,ismered,is,me,red,10.809168815612793,8.440784454345703,9.939352035522461,16.240867614746094,17.74721908569336,16.269691467285156,12.74210262298584,7,2,2,3,4.382593316644367,6.274002353245673,3.8871107031248835,3.7481880270062002
